,xAcc,yAcc,zAcc
1697,4.3708,0.4071,-8.2358
1698,4.341,0.4507,-8.2294
1699,4.3138,0.4848,-8.2199
1700,4.4084,0.5539,-8.1878
1701,4.391,0.5864,-8.1554
1702,4.322,0.5756,-8.095
1703,4.3918,0.556,-8.0436
1704,4.3708,0.5392,-8.0628
1705,4.2848,0.5064,-8.0557
1706,4.3539,0.5088,-8.0377
1707,4.361,0.5249,-8.0416
1708,4.2837,0.4949,-8.0288
1709,4.3398,0.4899,-8.0292
1710,4.39,0.4865,-8.0511
1711,4.3467,0.4626,-8.0824
1712,4.377,0.4943,-8.0861
1713,4.4009,0.5317,-8.0529
1714,4.3226,0.5188,-8.0265
1715,4.3412,0.5006,-8.0494
1716,4.3997,0.4703,-8.1215
1717,4.3407,0.4204,-8.1846
1718,4.3702,0.4093,-8.2252
1719,4.4206,0.4381,-8.2513
1720,4.3194,0.4028,-8.2282
1721,4.315,0.3798,-8.2002
1722,4.3882,0.4375,-8.1785
1723,4.339,0.4736,-8.1795
1724,4.3507,0.4897,-8.1749
1725,4.4362,0.5172,-8.1358
1726,4.3821,0.5309,-8.0978
1727,4.3619,0.5513,-8.057
1728,4.438,0.5637,-8.0502
1729,4.3855,0.5367,-8.0654
1730,4.3319,0.4866,-8.0313
1731,4.3971,0.439,-7.9911
1732,4.3641,0.402,-8.0218
1733,4.3102,0.3456,-8.0665
1734,4.3562,0.3181,-8.0664
1735,4.3108,0.3033,-8.021
1736,4.2679,0.3188,-8.0681
1737,4.3757,0.4379,-8.1483
1738,4.4064,0.5085,-8.1881
1739,4.3397,0.4844,-8.2143
1740,4.4027,0.4936,-8.2393
1741,4.4417,0.508,-8.2532
1742,4.3812,0.4996,-8.2419
1743,4.4232,0.5145,-8.2331
1744,4.4137,0.4838,-8.2127
1745,4.3278,0.3876,-8.2137
1746,4.3857,0.3676,-8.2049
1747,4.4199,0.4054,-8.1614
1748,4.3506,0.4235,-8.1193
1749,4.3918,0.482,-8.1021
1750,4.4465,0.549,-8.0897
1751,4.3719,0.5334,-8.0741
1752,4.3695,0.5035,-8.0609
1753,4.4271,0.5107,-8.0471
1754,4.3578,0.4957,-8.0431
1755,4.3514,0.4793,-8.037
1756,4.4196,0.4714,-8.0468
1757,4.3693,0.4499,-8.0438
1758,4.3595,0.4511,-8.0172
1759,4.421,0.4739,-8.0272
1760,4.3691,0.4703,-8.0188
1761,4.3331,0.4648,-7.9795
1762,4.4004,0.4767,-7.9705
1763,4.3624,0.4469,-8.0095
1764,4.3375,0.4024,-8.0652
1765,4.4246,0.3891,-8.0871
1766,4.394,0.3867,-8.0773
1767,4.3209,0.3873,-8.0636
1768,4.3921,0.4294,-8.0197
1769,4.3903,0.4788,-7.9564
1770,4.3374,0.4805,-7.9326
1771,4.4085,0.4927,-7.9495
1772,4.3998,0.4735,-7.975
1773,4.3211,0.4095,-7.9843
1774,4.3633,0.3893,-7.9994
1775,4.3884,0.3791,-8.0232
1776,4.3377,0.3534,-8.0375
1777,4.378,0.3911,-8.0572
1778,4.4067,0.412,-8.092
1779,4.3378,0.3644,-8.1247
1780,4.3524,0.3554,-8.161
1781,4.3902,0.3762,-8.2003
1782,4.3135,0.3776,-8.2276
1783,4.3553,0.425,-8.2331
1784,4.4309,0.484,-8.2521
1785,4.3347,0.432,-8.2465
1786,4.3132,0.3348,-8.2315
1787,4.37,0.3017,-8.2753
1788,4.3094,0.3211,-8.2743
1789,4.3212,0.386,-8.247
1790,4.4207,0.4676,-8.2259
1791,4.3646,0.4997,-8.1825
1792,4.3322,0.4738,-8.141
1793,4.3939,0.4404,-8.1496
1794,4.3426,0.4222,-8.17
1795,4.3282,0.4192,-8.1549
1796,4.4141,0.4612,-8.1538
1797,4.3912,0.4737,-8.1578
1798,4.3434,0.4637,-8.1521
1799,4.3752,0.4858,-8.1626
1800,4.3271,0.4576,-8.1988
1801,4.2815,0.4063,-8.2249
1802,4.3594,0.4228,-8.2041
1803,4.3626,0.4801,-8.1456
1804,4.3219,0.5339,-8.0951
1805,4.3967,0.5705,-8.1026
1806,4.4044,0.5659,-8.1559
1807,4.3338,0.534,-8.1555
1808,4.3789,0.5309,-8.1217
1809,4.3826,0.558,-8.0868
1810,4.3162,0.5619,-8.0951
1811,4.3712,0.5549,-8.1365
1812,4.41,0.5651,-8.1333
1813,4.3306,0.5581,-8.1259
1814,4.3397,0.5459,-8.0953
1815,4.3805,0.5425,-8.0536
1816,4.3196,0.5028,-8.06
1817,4.3436,0.4822,-8.0903
1818,4.4007,0.5085,-8.1101
1819,4.3227,0.5118,-8.1254
1820,4.2983,0.4873,-8.1378
1821,4.3521,0.4558,-8.1687
1822,4.3111,0.384,-8.2249
1823,4.2855,0.3568,-8.2605
1824,4.3504,0.3933,-8.2524
1825,4.3502,0.4212,-8.2517
1826,4.3316,0.458,-8.2486
1827,4.3854,0.4928,-8.1996
1828,4.3396,0.4798,-8.1449
1829,4.3041,0.4455,-8.1301
1830,4.3781,0.4584,-8.1389
1831,4.3396,0.4598,-8.1371
1832,4.2907,0.4503,-8.1314
1833,4.3623,0.4602,-8.1552
1834,4.3538,0.4542,-8.19
1835,4.2879,0.4344,-8.19
1836,4.3414,0.434,-8.1584
1837,4.3291,0.4547,-8.1272
1838,4.2618,0.451,-8.112
1839,4.3411,0.4622,-8.1153
1840,4.3578,0.4931,-8.1013
1841,4.2812,0.4998,-8.0798
1842,4.3343,0.5224,-8.0915
1843,4.3703,0.5558,-8.0987
1844,4.3082,0.5573,-8.0782
1845,4.3469,0.5689,-8.0495
1846,4.3952,0.5887,-8.0512
1847,4.3351,0.5493,-8.0529
1848,4.3542,0.5211,-8.0282
1849,4.3777,0.5172,-8.0339
1850,4.2816,0.4833,-8.0597
1851,4.3024,0.4692,-8.119
1852,4.3659,0.469,-8.168
1853,4.2924,0.4466,-8.1608
1854,4.2892,0.4296,-8.1588
1855,4.3542,0.4292,-8.1592
1856,4.2907,0.4141,-8.1817
1857,4.2712,0.4041,-8.2377
1858,4.3576,0.4405,-8.227
1859,4.3053,0.4456,-8.2085
1860,4.2526,0.4385,-8.2042
1861,4.3394,0.4731,-8.1838
1862,4.3332,0.4808,-8.1781
1863,4.2935,0.481,-8.1423
1864,4.3557,0.5411,-8.1057
1865,4.3382,0.5876,-8.0984
1866,4.2944,0.5989,-8.0831
1867,4.3688,0.6474,-8.0599
1868,4.3632,0.6541,-8.0545
1869,4.3012,0.6046,-8.0896
1870,4.3706,0.6174,-8.1467
1871,4.3739,0.6039,-8.1419
1872,4.2755,0.5351,-8.1307
1873,4.3109,0.5027,-8.1885
1874,4.3387,0.4922,-8.247
1875,4.2866,0.4937,-8.2832
1876,4.3412,0.5164,-8.2613
1877,4.3839,0.566,-8.2163
1878,4.3231,0.5683,-8.2208
1879,4.3569,0.5602,-8.2532
1880,4.3882,0.5718,-8.2771
1881,4.2817,0.5059,-8.2596
1882,4.2836,0.4364,-8.256
1883,4.3436,0.4307,-8.2798
1884,4.2739,0.4169,-8.2764
1885,4.278,0.3897,-8.2661
1886,4.3313,0.3897,-8.2739
1887,4.2733,0.4003,-8.2833
1888,4.28,0.4464,-8.2627
1889,4.3551,0.5415,-8.2022
1890,4.3057,0.5715,-8.1417
1891,4.2774,0.5425,-8.1159
1892,4.3335,0.5361,-8.1204
1893,4.2817,0.499,-8.1293
1894,4.2585,0.4701,-8.1158
1895,4.3429,0.5273,-8.0897
1896,4.3263,0.5677,-8.0932
1897,4.295,0.5559,-8.0639
1898,4.3742,0.5858,-8.0263
1899,4.3558,0.6173,-8.0449
1900,4.2855,0.5879,-8.0503
1901,4.3493,0.5766,-8.0517
1902,4.3562,0.5709,-8.0518
1903,4.2938,0.5676,-8.0473
1904,4.3495,0.5973,-8.0732
1905,4.3603,0.6068,-8.1029
1906,4.2953,0.5945,-8.1261
1907,4.3462,0.6064,-8.1309
1908,4.3565,0.6363,-8.1106
1909,4.2666,0.5928,-8.1259
1910,4.3051,0.5503,-8.1687
1911,4.351,0.5622,-8.2192
1912,4.2829,0.5335,-8.234
1913,4.3047,0.5134,-8.241
1914,4.3514,0.516,-8.2841
1915,4.2786,0.5013,-8.2702
1916,4.3114,0.5007,-8.2531
1917,4.3866,0.5304,-8.2625
1918,4.31,0.5586,-8.2565
1919,4.3117,0.5957,-8.2374
1920,4.39,0.642,-8.1956
1921,4.324,0.6309,-8.1346
1922,4.2983,0.6206,-8.0972
1923,4.3651,0.6369,-8.0979
1924,4.3179,0.6161,-8.1003
1925,4.2862,0.6143,-8.0878
1926,4.3618,0.6695,-8.0782
1927,4.3483,0.6976,-8.0517
1928,4.3036,0.6854,-8.0426
1929,4.3618,0.7224,-8.0766
1930,4.358,0.7506,-8.0552
1931,4.3307,0.7219,-8.0513
1932,4.3799,0.6968,-8.0958
1933,4.357,0.6428,-8.1143
1934,4.2727,0.5501,-8.1872
1935,4.3031,0.514,-8.2368
1936,4.3086,0.515,-8.2134
1937,4.2594,0.5162,-8.2245
1938,4.3358,0.5593,-8.2203
1939,4.3473,0.6038,-8.1845
1940,4.2742,0.6144,-8.1688
1941,4.3229,0.6414,-8.1676
1942,4.3487,0.6474,-8.1637
1943,4.2756,0.5869,-8.1608
1944,4.3012,0.5552,-8.1574
1945,4.3439,0.5544,-8.1886
1946,4.2886,0.5426,-8.2195
1947,4.3173,0.5791,-8.2158
1948,4.3761,0.618,-8.2069
1949,4.2916,0.5997,-8.2001
1950,4.2796,0.6029,-8.1997
1951,4.3611,0.63,-8.1694
1952,4.3266,0.6168,-8.1354
1953,4.3132,0.6212,-8.1097
1954,4.3621,0.6489,-8.0719
1955,4.3113,0.6226,-8.0416
1956,4.2956,0.6111,-8.0438
1957,4.3687,0.6448,-8.0325
1958,4.3299,0.6475,-8.0339
1959,4.2912,0.6541,-8.0572
1960,4.3558,0.6827,-8.0404
1961,4.3377,0.6572,-8.025
1962,4.3007,0.605,-8.0239
1963,4.3679,0.6001,-8.0935
1964,4.348,0.5827,-8.1782
1965,4.2921,0.5119,-8.2353
1966,4.3541,0.5083,-8.3057
1967,4.338,0.5283,-8.3214
1968,4.2685,0.4917,-8.3286
1969,4.3274,0.4766,-8.3578
1970,4.3339,0.494,-8.3574
1971,4.261,0.489,-8.3193
1972,4.3194,0.5437,-8.2666
1973,4.3563,0.6207,-8.2333
1974,4.2904,0.6202,-8.1862
1975,4.3315,0.6234,-8.159
1976,4.3618,0.6372,-8.1152
1977,4.2891,0.6167,-8.0452
1978,4.2987,0.5939,-8.0453
1979,4.3297,0.6034,-8.0975
1980,4.2757,0.5699,-8.14
1981,4.302,0.5484,-8.1663
1982,4.3494,0.5745,-8.1649
1983,4.2737,0.5848,-8.1367
1984,4.2896,0.6215,-8.1327
1985,4.3738,0.6767,-8.1378
1986,4.3255,0.6748,-8.1453
1987,4.3149,0.6501,-8.1299
1988,4.3835,0.6529,-8.1153
1989,4.3282,0.6203,-8.1617
1990,4.2736,0.5631,-8.1708
1991,4.3501,0.5826,-8.1502
1992,4.3377,0.6303,-8.1794
1993,4.2972,0.6487,-8.1682
1994,4.3779,0.6788,-8.1512
1995,4.3791,0.6685,-8.1226
1996,4.3204,0.6183,-8.0974
1997,4.3553,0.606,-8.1226
1998,4.341,0.5909,-8.1639
1999,4.2908,0.5628,-8.164
2000,4.3465,0.5842,-8.1347
2001,4.3432,0.6193,-8.1459
2002,4.282,0.621,-8.1592
2003,4.3359,0.6516,-8.1325
2004,4.3596,0.686,-8.1259
2005,4.3076,0.6688,-8.1624
2006,4.3428,0.653,-8.1481
2007,4.3366,0.6105,-8.1467
2008,4.2447,0.5453,-8.1517
2009,4.2964,0.557,-8.1235
2010,4.3646,0.6068,-8.1457
2011,4.2901,0.6205,-8.1333
2012,4.3084,0.656,-8.0975
2013,4.3656,0.6897,-8.0994
2014,4.3088,0.6819,-8.0998
2015,4.3409,0.6943,-8.1302
2016,4.408,0.7165,-8.1533
2017,4.335,0.6874,-8.1589
2018,4.3246,0.6503,-8.1891
2019,4.3872,0.6322,-8.2174
2020,4.3352,0.5947,-8.2272
2021,4.3145,0.5883,-8.218
2022,4.3861,0.6441,-8.1952
2023,4.341,0.6794,-8.1627
2024,4.2983,0.6797,-8.1465
2025,4.3901,0.7014,-8.1794
2026,4.391,0.6984,-8.1951
2027,4.3506,0.6888,-8.1633
2028,4.4168,0.7226,-8.1284
2029,4.3937,0.7235,-8.1252
2030,4.3228,0.6749,-8.1272
2031,4.3718,0.6623,-8.1232
2032,4.356,0.6471,-8.1308
2033,4.2995,0.6088,-8.1194
2034,4.3648,0.6163,-8.1169
2035,4.3634,0.6151,-8.1564
2036,4.3139,0.5948,-8.1725
2037,4.3803,0.6226,-8.1558
2038,4.412,0.6512,-8.1741
2039,4.3428,0.6255,-8.1623
2040,4.3648,0.6312,-8.1268
2041,4.4002,0.6542,-8.0922
2042,4.3286,0.6238,-8.0524
2043,4.368,0.6217,-8.0376
2044,4.4151,0.6734,-8.0253
2045,4.3509,0.7001,-8.0165
2046,4.3768,0.7099,-8.0063
2047,4.4349,0.7315,-8.0197
2048,4.3732,0.7019,-8.0248
2049,4.3631,0.6549,-8.0383
2050,4.4357,0.6628,-8.1175
2051,4.4028,0.653,-8.1449
2052,4.4484,0.6013,-8.1533
2053,4.4931,0.6267,-8.1503
2054,4.3259,0.7,-8.1135
2055,4.3078,0.6682,-8.1594
2056,4.4454,0.6161,-8.2332
2057,4.3994,0.6439,-8.1589
2058,4.3391,0.6799,-8.0447
2059,4.4375,0.7186,-8.028
2060,4.4365,0.7343,-8.0513
2061,4.3703,0.6847,-8.0732
2062,4.4157,0.6677,-8.0315
2063,4.4092,0.6919,-8.0183
2064,4.3668,0.6895,-8.0481
2065,4.4209,0.7097,-8.0742
2066,4.4228,0.7361,-8.0737
2067,4.3542,0.738,-8.0399
2068,4.4104,0.7519,-8.0685
2069,4.4441,0.7349,-8.1265
2070,4.3685,0.6804,-8.1666
2071,4.4179,0.6408,-8.2108
2072,4.4364,0.6153,-8.21
2073,4.3509,0.6097,-8.1792
2074,4.3939,0.6306,-8.1768
2075,4.4419,0.6414,-8.1585
2076,4.3754,0.6306,-8.1082
2077,4.3941,0.6436,-8.0606
2078,4.4395,0.6897,-8.023
2079,4.3837,0.7133,-7.9991
2080,4.3995,0.7254,-7.9763
2081,4.4618,0.7468,-7.9568
2082,4.4019,0.7521,-7.9541
2083,4.3825,0.7717,-7.9408
2084,4.4772,0.8029,-7.9615
2085,4.4566,0.7814,-8.0022
2086,4.4255,0.7363,-8.0295
2087,4.4834,0.7001,-8.0636
2088,4.4273,0.6309,-8.098
2089,4.3744,0.5882,-8.1364
2090,4.4423,0.6193,-8.135
2091,4.4295,0.6238,-8.1426
2092,4.3856,0.6088,-8.1154
2093,4.4637,0.6524,-8.0721
2094,4.4665,0.6885,-8.0935
2095,4.4018,0.6743,-8.1019
2096,4.4644,0.6956,-8.0752
2097,4.4739,0.7057,-8.0681
2098,4.4061,0.6854,-8.1069
2099,4.4555,0.7127,-8.1237
2100,4.4667,0.7111,-8.1039
2101,4.3898,0.6668,-8.1154
2102,4.4373,0.6775,-8.132
2103,4.4651,0.7065,-8.1606
2104,4.3907,0.6956,-8.1386
2105,4.4146,0.7016,-8.0788
2106,4.4534,0.6961,-8.086
2107,4.3836,0.6688,-8.1228
2108,4.4134,0.674,-8.1385
2109,4.4592,0.6797,-8.1046
2110,4.3923,0.6475,-8.0494
2111,4.4163,0.649,-8.027
2112,4.4736,0.7152,-8.0493
2113,4.43,0.7369,-8.0533
2114,4.4356,0.7357,-8.0573
2115,4.5101,0.7761,-8.0735
2116,4.4747,0.776,-8.0715
2117,4.458,0.7412,-8.0864
2118,4.5077,0.7179,-8.1281
2119,4.4456,0.6729,-8.175
2120,4.4051,0.6188,-8.2193
2121,4.4704,0.6329,-8.2001
2122,4.4444,0.6468,-8.1482
2123,4.4022,0.6257,-8.1422
2124,4.4778,0.6487,-8.1207
2125,4.4644,0.6786,-8.0768
2126,4.4119,0.6929,-8.0434
2127,4.4863,0.7332,-8.0254
2128,4.4917,0.7551,-8.0029
2129,4.4389,0.7311,-7.9894
2130,4.51,0.7388,-7.989
2131,4.5079,0.7437,-8.0048
2132,4.429,0.7092,-8.0415
2133,4.4768,0.6623,-8.0861
2134,4.4933,0.6372,-8.1449
2135,4.4132,0.621,-8.1322
2136,4.4543,0.6363,-8.0922
2137,4.4994,0.6393,-8.0971
2138,4.4176,0.6136,-8.1128
2139,4.4288,0.6536,-8.1205
2140,4.4822,0.7011,-8.091
2141,4.4522,0.6906,-8.0341
2142,4.4878,0.701,-7.9941
2143,4.5448,0.7489,-7.9484
2144,4.4962,0.7336,-7.9521
2145,4.5033,0.7398,-7.9745
2146,4.5347,0.7664,-7.9186
2147,4.4518,0.7406,-7.891
2148,4.4336,0.718,-7.9108
2149,4.4946,0.714,-7.9408
2150,4.4451,0.6928,-7.9967
2151,4.4257,0.6691,-8.0286
2152,4.5147,0.683,-8.0471
2153,4.4959,0.6673,-8.0905
2154,4.4583,0.6612,-8.1146
2155,4.5245,0.6875,-8.1343
2156,4.4906,0.6474,-8.1799
2157,4.4373,0.6252,-8.2162
2158,4.5049,0.6652,-8.2027
2159,4.4971,0.6645,-8.1669
2160,4.4588,0.657,-8.1411
2161,4.5391,0.7135,-8.1334
2162,4.5419,0.7464,-8.111
2163,4.4852,0.7368,-8.0981
2164,4.5555,0.7532,-8.1201
2165,4.5899,0.7675,-8.1241
2166,4.546,0.7628,-8.1479
2167,4.5794,0.7703,-8.1744
2168,4.5909,0.7716,-8.1922
2169,4.5199,0.7308,-8.198
2170,4.5396,0.6932,-8.1674
2171,4.544,0.6728,-8.1647
2172,4.4671,0.6543,-8.1728
2173,4.509,0.6789,-8.1278
2174,4.5545,0.7225,-8.0746
2175,4.4914,0.7099,-8.0206
2176,4.4996,0.6988,-7.9766
2177,4.5458,0.7081,-7.959
2178,4.5023,0.6558,-7.9328
2179,4.5068,0.6216,-7.924
2180,4.5709,0.6502,-7.9219
2181,4.5139,0.625,-7.9209
2182,4.4864,0.609,-7.9085
2183,4.5563,0.68,-7.8928
2184,4.5252,0.7143,-7.9052
2185,4.516,0.7198,-7.8756
2186,4.6006,0.7611,-7.8682
2187,4.5741,0.7514,-7.9159
2188,4.5133,0.7128,-7.957
2189,4.5886,0.7297,-7.9907
2190,4.5811,0.7456,-8.0137
2191,4.5172,0.7241,-8.033
2192,4.5566,0.7192,-8.0181
2193,4.5472,0.7294,-7.9938
2194,4.5207,0.739,-7.9736
2195,4.5847,0.7569,-7.9347
2196,4.5771,0.7703,-7.925
2197,4.515,0.7481,-7.9342
2198,4.5672,0.7303,-7.9702
2199,4.5939,0.7601,-8.0151
2200,4.5533,0.7799,-8.0365
2201,4.5939,0.7711,-8.0928
2202,4.6083,0.7446,-8.0864
2203,4.5185,0.7055,-8.0042
2204,4.5341,0.6684,-8.0232
2205,4.5676,0.6345,-8.0547
2206,4.5023,0.6041,-8.0326
2207,4.522,0.6013,-8.0161
2208,4.5508,0.6264,-7.9838
2209,4.4928,0.5995,-7.9454
2210,4.5136,0.6193,-7.8997
2211,4.5684,0.6823,-7.8681
2212,4.515,0.664,-7.8667
2213,4.5177,0.669,-7.896
2214,4.5857,0.7047,-7.9403
2215,4.5255,0.6832,-7.9559
2216,4.4899,0.6374,-7.9615
2217,4.5346,0.6432,-7.9549
2218,4.5018,0.6313,-7.9345
2219,4.491,0.5697,-7.9197
2220,4.5987,0.5858,-7.9284
2221,4.6377,0.6543,-7.9332
2222,4.6185,0.7332,-7.8786
2223,4.6779,0.8662,-7.828
2224,4.6438,0.93,-7.8723
2225,4.5859,0.8793,-8.0417
2226,4.6773,0.8045,-8.2602
2227,4.7142,0.6913,-8.4633
2228,4.6367,0.5929,-8.5722
2229,4.62,0.6006,-8.5474
2230,4.5692,0.6142,-8.4572
2231,4.488,0.5752,-8.3483
2232,4.5471,0.5415,-8.2505
2233,4.5902,0.5412,-8.1652
2234,4.5472,0.5722,-8.047
2235,4.5836,0.6624,-7.8798
2236,4.5967,0.7603,-7.7209
2237,4.5102,0.7869,-7.6148
2238,4.551,0.805,-7.5904
2239,4.6352,0.8314,-7.6405
2240,4.5724,0.8005,-7.6891
2241,4.5772,0.7752,-7.7605
2242,4.6334,0.777,-7.8289
2243,4.5655,0.7124,-7.9188
2244,4.5758,0.6481,-8.0515
2245,4.6542,0.6415,-8.1929
2246,4.5922,0.5928,-8.3092
2247,4.5742,0.5616,-8.3265
2248,4.6055,0.5766,-8.3067
2249,4.4937,0.544,-8.2691
2250,4.4515,0.5205,-8.2189
2251,4.5296,0.5597,-8.1029
2252,4.5103,0.606,-7.9016
2253,4.4896,0.671,-7.7263
2254,4.5743,0.8053,-7.5938
2255,4.5841,0.8982,-7.4596
2256,4.5724,0.9378,-7.4353
2257,4.6799,0.9903,-7.5356
2258,4.7097,0.9871,-7.659
2259,4.6997,0.9289,-7.8284
2260,4.7534,0.9061,-8.0257
2261,4.7069,0.8336,-8.2166
2262,4.6159,0.6706,-8.3743
2263,4.6331,0.5654,-8.4752
2264,4.5887,0.5086,-8.5394
2265,4.469,0.4379,-8.4922
2266,4.4879,0.4494,-8.3893
2267,4.5161,0.5154,-8.2978
2268,4.4813,0.538,-8.1693
2269,4.5778,0.6143,-8.0129
2270,4.6753,0.7314,-7.8551
2271,4.6291,0.7873,-7.7566
2272,4.6594,0.8406,-7.6821
2273,4.702,0.8964,-7.6388
2274,4.6329,0.8573,-7.6505
2275,4.6333,0.8119,-7.7538
2276,4.6798,0.819,-7.875
2277,4.6093,0.7732,-7.9372
2278,4.593,0.7142,-8.0301
2279,4.6578,0.7102,-8.1169
2280,4.5924,0.6821,-8.1746
2281,4.5743,0.6427,-8.226
2282,4.6523,0.6522,-8.233
2283,4.5994,0.6565,-8.1657
2284,4.5608,0.6641,-8.0807
2285,4.6165,0.6872,-8.0177
2286,4.5705,0.7039,-7.9302
2287,4.5477,0.727,-7.8754
2288,4.6145,0.7625,-7.8572
2289,4.5902,0.7856,-7.789
2290,4.5698,0.7767,-7.7607
2291,4.6528,0.8227,-7.7762
2292,4.6604,0.8559,-7.7845
2293,4.6236,0.817,-7.8386
2294,4.6819,0.7875,-7.9301
2295,4.6813,0.7468,-8.0236
2296,4.6145,0.6884,-8.0904
2297,4.653,0.6657,-8.136
2298,4.6379,0.6472,-8.1734
2299,4.5297,0.5639,-8.1697
2300,4.5694,0.5514,-8.1635
2301,4.6025,0.6115,-8.1571
2302,4.5356,0.6351,-8.0832
2303,4.5998,0.682,-8.0096
2304,4.6585,0.7311,-7.9182
2305,4.5905,0.7244,-7.813
2306,4.6187,0.764,-7.7597
2307,4.6785,0.8558,-7.7405
2308,4.6271,0.8672,-7.7409
2309,4.6366,0.8454,-7.7812
2310,4.6868,0.8462,-7.8595
2311,4.6272,0.7948,-7.9641
2312,4.6263,0.7319,-8.0526
2313,4.7026,0.733,-8.1113
2314,4.6575,0.6957,-8.1493
2315,4.6238,0.6665,-8.1655
2316,4.6732,0.696,-8.1796
2317,4.6361,0.6774,-8.1646
2318,4.5947,0.6602,-8.1166
2319,4.6484,0.6886,-8.0668
2320,4.6085,0.6801,-8.0232
2321,4.5581,0.6713,-7.9509
2322,4.6278,0.7238,-7.8791
2323,4.6128,0.7659,-7.845
2324,4.5818,0.7881,-7.814
2325,4.6577,0.806,-7.7601
2326,4.6383,0.8023,-7.7567
2327,4.5807,0.7728,-7.822
2328,4.6676,0.7699,-7.8996
2329,4.6886,0.7807,-7.9483
2330,4.6245,0.774,-8.0342
2331,4.6747,0.788,-8.1481
2332,4.7047,0.7762,-8.1904
2333,4.6377,0.7247,-8.2015
2334,4.6689,0.7149,-8.231
2335,4.6638,0.7404,-8.2476
2336,4.5776,0.7418,-8.2331
2337,4.6247,0.7243,-8.2061
2338,4.6746,0.7072,-8.1457
2339,4.6201,0.7093,-8.0595
2340,4.6423,0.7475,-7.9954
2341,4.691,0.7891,-7.9244
2342,4.6059,0.7508,-7.8496
2343,4.5851,0.6806,-7.8407
2344,4.6573,0.6669,-7.8988
2345,4.622,0.6739,-7.9872
2346,4.6182,0.6542,-8.0009
2347,4.6899,0.6586,-7.9743
2348,4.6451,0.7052,-8.0034
2349,4.6307,0.7892,-8.0083
2350,4.7145,0.8791,-7.9464
2351,4.6722,0.8606,-7.8833
2352,4.621,0.776,-7.8498
2353,4.668,0.7313,-7.8417
2354,4.618,0.706,-7.8398
2355,4.5674,0.6559,-7.8406
2356,4.6276,0.6422,-7.8765
2357,4.6073,0.6519,-7.8954
2358,4.5673,0.6509,-7.8647
2359,4.6549,0.6866,-7.8542
2360,4.661,0.7104,-7.8694
2361,4.6087,0.7,-7.8921
2362,4.6856,0.7301,-7.9078
2363,4.6941,0.7322,-7.9257
2364,4.6048,0.6919,-7.973
2365,4.6633,0.6896,-7.996
2366,4.7221,0.6842,-8.03
2367,4.6573,0.6564,-8.0668
2368,4.6759,0.6725,-8.0623
2369,4.7079,0.6945,-8.0596
2370,4.664,0.6609,-8.0623
2371,4.7099,0.6667,-8.0532
2372,4.7439,0.7053,-8.0362
2373,4.6769,0.6927,-8.0171
2374,4.7022,0.6969,-7.9964
2375,4.7595,0.7473,-7.9543
2376,4.6892,0.7508,-7.9093
2377,4.6761,0.7341,-7.9169
2378,4.7493,0.7532,-7.9385
2379,4.6958,0.7315,-7.9399
2380,4.68,0.6978,-7.9409
2381,4.7405,0.701,-7.9662
2382,4.6803,0.6961,-7.975
2383,4.6569,0.6962,-7.963
2384,4.7401,0.7237,-7.9776
2385,4.7127,0.6922,-7.9488
2386,4.6734,0.652,-7.9141
2387,4.7353,0.6756,-7.912
2388,4.7201,0.6835,-7.9171
2389,4.6975,0.6775,-7.8989
2390,4.7608,0.7067,-7.8831
2391,4.7357,0.7163,-7.901
2392,4.6848,0.705,-7.8597
2393,4.7554,0.7371,-7.8461
2394,4.7501,0.7607,-7.8996
2395,4.6697,0.7235,-7.8933
2396,4.7171,0.7187,-7.859
2397,4.7292,0.7658,-7.8555
2398,4.6614,0.7458,-7.8385
2399,4.7212,0.7459,-7.832
2400,4.7698,0.7687,-7.8358
2401,4.7089,0.748,-7.842
2402,4.7375,0.7386,-7.8486
2403,4.7751,0.7404,-7.8644
2404,4.6955,0.7111,-7.9021
2405,4.7208,0.6839,-7.9372
2406,4.7643,0.6709,-7.971
2407,4.6907,0.6391,-7.959
2408,4.7051,0.6493,-7.9226
2409,4.7755,0.6742,-7.9269
2410,4.7249,0.6628,-7.9144
2411,4.7043,0.6601,-7.8799
2412,4.776,0.6939,-7.8808
2413,4.7284,0.7196,-7.8804
2414,4.7108,0.7228,-7.8813
2415,4.7958,0.7452,-7.8977
2416,4.7581,0.7434,-7.884
2417,4.7278,0.7109,-7.8965
2418,4.7848,0.7038,-7.9751
2419,4.7253,0.6566,-8.0201
2420,4.6771,0.6062,-8.0068
2421,4.7496,0.6399,-7.985
2422,4.7392,0.6561,-7.9778
2423,4.7087,0.6359,-7.9406
2424,4.7897,0.6754,-7.9184
2425,4.7605,0.7399,-7.9344
2426,4.6765,0.7347,-7.8973
2427,4.7504,0.7305,-7.8372
2428,4.7812,0.7377,-7.8349
2429,4.7229,0.7084,-7.8413
2430,4.7729,0.7128,-7.8109
2431,4.8022,0.725,-7.8465
2432,4.7306,0.6825,-7.9045
2433,4.7521,0.6625,-7.9113
2434,4.7611,0.6924,-7.91
2435,4.6771,0.7068,-7.9111
2436,4.7175,0.7409,-7.9191
2437,4.7713,0.7909,-7.8954
2438,4.7161,0.7681,-7.8845
2439,4.7414,0.7438,-7.8827
2440,4.7903,0.7764,-7.9079
2441,4.7316,0.7489,-7.9701
2442,4.7374,0.7027,-7.9849
2443,4.7856,0.7211,-7.9817
